104.77,28.16,0.333
103.15,27.19,0.297
103.16,27.20,0.45
104.77,28.14,0.306
105.27,22.02,0.279
103.16,27.19,0.288
104.78,28.17,0.288
104.82,28.43,0.378
98.29,25.26,0.279
100.06,22.27,0.279
101.89,23.67,0.324
104.83,28.10,0.288
103.07,27.12,0.297
104.99,28.68,0.315
101.14,27.93,0.288
101.90,21.10,0.378
103.52,28.09,0.333
97.77,25.00,0.27
103.05,27.11,0.288
104.75,28.46,0.333
97.93,24.76,0.279
97.86,24.74,0.36
104.95,28.36,0.306
105.10,28.84,0.279
101.86,23.37,0.315
103.12,25.55,0.387
98.64,28.24,0.288
104.93,28.25,0.378
104.97,28.38,0.378
104.82,28.44,0.288
99.67,25.70,0.279
99.17,24.93,0.306
99.58,21.29,0.297
100.93,27.68,0.315
105.01,28.40,0.369
98.06,23.51,0.27
99.70,25.97,0.396
103.82,23.32,0.279
100.62,28.23,0.36
104.74,28.44,0.297
105.03,28.20,0.369
104.96,28.37,0.288
102.79,24.39,0.315
104.93,28.37,0.315
100.28,26.03,0.27
99.04,24.57,0.297
101.76,22.17,0.297
102.23,28.24,0.324
101.91,26.15,0.297
104.80,28.41,0.36
104.78,28.45,0.369
98.85,28.50,0.27
101.95,23.34,0.342
100.09,25.91,0.297
99.49,25.09,0.279
104.78,28.44,0.297
104.87,28.37,0.387
102.86,27.16,0.306
104.73,28.20,0.342
104.94,28.39,0.36
100.61,26.14,0.306
100.55,26.15,0.441
104.74,28.18,0.306
100.15,26.60,0.279
104.78,28.40,0.495
104.85,28.40,0.306
104.85,28.39,0.414
104.80,28.46,0.279
104.75,28.44,0.306
104.94,28.20,0.333
104.80,28.44,0.297
104.80,28.42,0.288
104.81,28.42,0.297
101.64,24.93,0.432
104.79,28.45,0.36
104.84,28.40,0.324
104.79,28.43,0.288
104.88,28.33,0.279
104.82,28.39,0.405
104.78,28.44,0.306
104.94,28.40,0.504
104.83,28.39,0.306
104.81,28.42,0.288
104.82,28.42,0.279
104.76,28.44,0.306
104.79,28.42,0.279
104.78,28.44,0.297
104.75,28.41,0.324
104.73,28.43,0.315
104.76,28.43,0.279
104.75,28.43,0.279
104.83,28.40,0.27
104.75,28.42,0.288
104.82,28.41,0.27
104.86,28.39,0.279
104.73,28.43,0.315
104.79,28.42,0.288
104.81,28.42,0.306
104.95,28.39,0.459
104.80,28.41,0.333
104.80,28.43,0.333
104.99,28.37,0.414
104.75,28.43,0.306
104.81,28.41,0.279
104.79,28.41,0.279
104.94,28.36,0.324
104.95,28.41,0.387
104.93,28.43,0.378
104.72,28.47,0.477
104.90,28.39,0.27
104.85,28.40,0.315
104.84,28.40,0.279
104.87,28.39,0.297
104.85,28.40,0.279
104.85,28.40,0.27
104.78,28.42,0.315
104.96,28.34,0.54
103.63,28.11,0.36
101.21,27.59,0.288
102.76,24.44,0.279
99.98,24.33,0.315
103.53,28.06,0.423
100.87,22.98,0.324
99.48,22.27,0.306
104.78,28.15,0.324
103.33,28.09,0.279
103.52,28.07,0.279
100.35,22.65,0.27
101.76,22.15,0.306
105.40,28.92,0.27
98.48,23.38,0.333
99.31,23.94,0.396
103.53,28.07,0.27
104.21,26.83,0.279
101.73,21.34,0.27
101.97,23.33,0.279
101.42,22.87,0.405
101.79,21.19,0.27
100.90,27.09,0.369
105.42,28.93,0.27
104.85,28.25,0.306
102.69,26.74,0.27
105.27,26.03,0.279
101.75,21.28,0.297
105.06,28.08,0.315
101.72,21.32,0.432
101.71,21.32,0.387
101.72,21.25,0.279
99.38,28.49,0.297
100.12,26.08,0.315
100.96,23.11,0.324
104.93,28.37,0.288
99.16,25.87,0.306
104.88,28.19,0.459
97.98,24.66,0.279
104.66,28.15,0.324
102.10,22.56,0.306
104.95,28.24,0.513
99.48,23.49,0.297
102.09,27.70,0.297
104.92,28.24,0.279
102.09,27.62,0.459
103.52,28.09,0.297
105.44,28.92,0.288
102.25,25.89,0.414
101.59,23.39,0.279
104.63,26.24,0.279
101.34,27.91,0.279
101.55,23.26,0.369
101.54,23.28,0.333
101.53,23.26,0.531
102.29,22.51,0.27
100.06,22.26,0.279
101.43,27.93,0.324
100.99,23.06,0.279
103.98,27.40,0.369
103.95,27.37,0.387
102.73,24.19,0.45
102.73,24.18,0.315
102.73,24.19,0.279
102.72,24.18,0.459
103.29,28.62,0.369
103.90,27.19,0.279
104.85,28.12,0.27
101.35,27.92,0.315
105.75,25.47,0.279
97.84,25.15,0.315
100.95,23.08,0.27
100.74,21.95,0.315
100.76,21.97,0.369
103.96,27.41,0.27
99.51,25.03,0.306
103.47,28.10,0.36
104.77,28.39,0.324
101.36,22.42,0.333
102.70,28.50,0.288
99.18,21.81,0.27
101.38,21.92,0.279
97.06,26.47,0.315
101.74,25.20,0.333
105.46,28.93,0.297
104.70,28.12,0.297
98.84,25.08,0.324
98.40,23.65,0.378
98.41,23.64,0.324
98.39,23.63,0.288
100.77,24.46,0.387
99.97,27.23,0.297
100.92,22.32,0.441
97.64,23.95,0.279
97.69,23.93,0.315
98.94,24.87,0.279
99.82,21.18,0.288
103.29,21.39,0.351
103.30,21.40,0.306
99.32,23.90,0.423
101.43,27.90,0.306
99.27,21.49,0.288
102.82,28.33,0.288
97.93,25.16,0.297
101.45,27.90,0.414
105.42,28.92,0.324
100.29,27.28,0.27
101.38,27.91,0.27
99.50,24.42,0.27
98.81,25.88,0.306
97.37,27.07,0.297
103.65,24.20,0.297
97.98,23.59,0.297
100.35,22.80,0.297
100.53,23.33,0.324
101.71,25.11,0.369
104.72,28.13,0.306
103.31,23.74,0.279
101.81,22.86,0.297
104.87,28.11,0.297
103.31,23.75,0.27
99.34,25.66,0.315
97.54,24.32,0.288
104.89,28.18,0.432
104.86,28.12,0.288
102.26,24.31,0.306
101.60,23.36,0.279
104.84,28.29,0.324
103.41,27.09,0.288
103.36,27.12,0.324
99.81,25.81,0.396
99.80,25.89,0.459
99.81,25.87,0.441
103.41,27.09,0.405
99.49,26.22,0.27
103.37,27.09,0.441
104.76,28.14,0.333
104.72,28.09,0.441
104.73,28.11,0.279
104.73,28.15,0.297
104.76,28.10,0.396
104.75,28.11,0.306
104.74,28.13,0.315
104.73,28.16,0.369
104.77,28.13,0.297
104.78,28.12,0.279
101.38,27.89,0.396
100.84,27.01,0.279
98.94,24.36,0.378
99.24,24.38,0.315
99.86,25.71,0.405
99.86,25.74,0.396
100.96,23.10,0.288
101.44,22.51,0.27
99.46,25.38,0.279
103.49,28.13,0.297
101.38,23.24,0.297
99.59,26.10,0.288
104.84,28.10,0.306
99.57,24.73,0.288
97.95,25.36,0.288
103.45,27.04,0.378
103.45,26.99,0.396
103.46,26.96,0.423
99.58,26.08,0.342
98.72,23.42,0.279
99.76,21.80,0.423
98.69,23.42,0.333
105.38,25.69,0.306
98.65,22.28,0.297
100.07,24.94,0.297
101.15,27.93,0.297
103.46,28.10,0.279
99.59,26.10,0.27
104.80,28.43,0.279
99.60,26.12,0.333
101.17,27.92,0.297
99.58,26.08,0.414
99.59,26.07,0.27
99.58,26.08,0.459
99.75,26.18,0.279
103.22,23.26,0.27
103.22,23.27,0.432
103.20,23.28,0.297
103.24,23.25,0.414
100.52,23.35,0.288
102.10,26.61,0.288
102.22,22.08,0.405
101.39,27.92,0.324
102.05,22.50,0.387
103.42,27.03,0.279
100.11,27.66,0.279
100.42,26.94,0.279
103.35,27.11,0.288
99.59,26.08,0.27
99.58,26.09,0.36
99.66,26.05,0.414
102.81,21.10,0.27
104.97,28.36,0.279
99.94,25.08,0.306
104.71,28.11,0.27
102.49,27.44,0.288
104.78,28.13,0.306
100.41,22.70,0.288
104.97,28.36,0.306
105.77,25.49,0.369
101.03,25.58,0.279
100.53,23.33,0.414
101.88,25.51,0.333
101.98,22.71,0.306
99.44,25.04,0.45
100.30,27.55,0.432
98.07,23.55,0.279
104.82,28.09,0.315
100.29,27.69,0.279
103.69,21.56,0.279
104.81,28.41,0.297
103.29,26.94,0.279
100.32,27.70,0.315
98.73,24.91,0.288
102.49,27.44,0.36
103.30,27.10,0.288
100.99,22.45,0.279
100.89,26.17,0.279
103.35,27.07,0.297
101.99,24.44,0.288
101.97,24.42,0.315
101.99,24.42,0.279
101.99,24.43,0.27
99.79,25.86,0.351
104.80,28.14,0.288
101.90,25.51,0.297
103.51,28.12,0.279
104.75,28.16,0.279
104.76,28.16,0.333
102.84,23.95,0.387
104.78,28.18,0.27
104.76,28.10,0.297
101.97,24.57,0.288
103.09,25.31,0.414
98.94,23.54,0.405
98.96,23.53,0.36
98.96,23.52,0.315
98.94,23.50,0.495
101.65,23.03,0.396
103.28,27.10,0.297
103.35,27.11,0.279
104.82,28.15,0.27
104.90,28.37,0.288
104.90,28.36,0.405
104.95,28.37,0.297
103.77,28.48,0.279
99.71,25.93,0.378
103.19,27.10,0.279
104.67,28.16,0.306
98.34,21.25,0.396
101.48,27.88,0.369
103.12,27.08,0.324
100.76,26.86,0.27
100.52,23.30,0.297
100.50,23.34,0.306
100.51,23.30,0.432
100.51,23.32,0.297
100.50,23.33,0.531
100.50,23.32,0.288
100.49,23.34,0.279
100.50,23.30,0.297
100.49,23.32,0.531
100.44,23.46,0.288
101.43,27.92,0.27
101.41,27.93,0.27
103.15,27.07,0.279
100.48,23.32,0.405
100.49,23.31,0.288
101.07,27.97,0.279
103.31,27.11,0.297
103.32,27.10,0.378
100.50,23.37,0.279
100.45,23.30,0.387
97.03,27.26,0.387
100.44,23.36,0.279
100.43,23.36,0.27
97.84,24.98,0.279
97.94,24.94,0.333
100.50,23.34,0.324
100.49,23.36,0.27
100.45,23.45,0.423
100.50,23.36,0.351
100.50,23.37,0.297
100.45,23.45,0.297
100.47,23.41,0.27
100.49,23.37,0.378
100.49,23.36,0.351
100.49,23.37,0.315
100.50,23.35,0.279
100.50,23.38,0.279
100.50,23.40,0.324
100.55,23.40,0.621
103.27,27.11,0.297
102.74,28.38,0.468
104.81,28.32,0.333
98.10,25.09,0.27
103.34,27.10,0.279
97.73,25.97,0.306
98.48,25.00,0.378
99.80,25.84,0.279
103.48,28.14,0.378
103.36,27.11,0.387
101.90,25.51,0.288
97.83,25.00,0.288
101.01,22.96,0.36
100.61,25.96,0.315
100.48,25.86,0.315
100.50,25.88,0.378
102.18,24.98,0.288
103.54,28.09,0.369
97.86,25.04,0.279
104.01,21.60,0.315
97.83,25.01,0.288
97.80,24.95,0.27
103.56,28.13,0.378
103.54,28.11,0.369
103.50,28.11,0.324
103.53,28.12,0.324
103.51,28.12,0.468
103.36,27.09,0.306
103.39,27.05,0.306
103.35,27.12,0.288
103.35,27.10,0.279
103.36,27.09,0.396
103.34,27.11,0.378
103.39,27.10,0.369
103.37,27.08,0.369
103.36,27.13,0.27
103.33,27.11,0.594
97.83,24.97,0.279
100.48,25.86,0.306
97.76,25.00,0.279
100.50,25.88,0.324
104.00,21.58,0.396
101.43,27.90,0.27
97.84,25.05,0.288
97.84,24.99,0.288
102.33,22.67,0.297
101.43,27.93,0.27
104.66,28.14,0.315
97.77,24.98,0.306
97.86,24.99,0.315
97.74,24.99,0.378
97.87,25.06,0.306
97.83,25.01,0.27
97.83,24.97,0.279
97.83,25.04,0.288
97.83,24.97,0.306
97.86,24.99,0.378
97.84,24.97,0.27
97.77,25.03,0.279
97.85,24.98,0.288
97.84,25.00,0.315
97.84,25.00,0.27
97.87,25.00,0.315
97.86,24.96,0.414
97.84,25.00,0.324
97.82,25.01,0.306
97.84,25.01,0.306
97.83,25.05,0.279
97.80,25.01,0.306
97.83,25.02,0.279
97.83,24.98,0.288
97.80,25.00,0.27
97.83,24.98,0.306
97.83,25.05,0.324
97.85,25.03,0.279
97.85,25.03,0.288
97.83,25.02,0.279
97.82,25.03,0.288
97.82,25.03,0.297
97.83,25.00,0.306
97.83,25.04,0.288
97.84,25.04,0.27
97.78,24.69,0.297
97.88,24.92,0.27
97.88,25.00,0.27
97.86,25.02,0.315
97.87,24.98,0.315
97.83,25.05,0.414
97.80,25.02,0.549
97.80,24.99,0.279
97.83,25.00,0.297
97.85,25.04,0.351
97.86,25.01,0.279
97.84,25.01,0.306
97.84,25.02,0.297
97.83,24.98,0.531
101.44,27.92,0.306
101.92,25.49,0.423
101.01,21.58,0.324
100.58,26.18,0.27
104.83,28.29,0.279
98.87,24.50,0.288
103.52,28.12,0.27
99.89,21.14,0.288
103.57,28.14,0.459
100.60,26.15,0.27
100.60,26.14,0.279
100.57,26.17,0.378
100.58,26.17,0.288
100.57,26.21,0.27
101.39,27.91,0.288
103.52,28.09,0.279
99.10,22.84,0.279
99.61,24.70,0.27
99.55,24.58,0.27
99.01,22.71,0.279
101.03,22.82,0.306
101.17,22.51,0.423
100.62,25.81,0.324
97.72,25.00,0.324
101.17,26.86,0.405
101.37,27.93,0.297
99.38,28.24,0.27
99.45,28.20,0.288
101.42,27.92,0.279
99.51,28.19,0.414
100.58,25.40,0.423
101.43,27.93,0.297
101.41,27.93,0.378
101.40,27.91,0.315
103.01,26.36,0.414
99.34,28.23,0.279
98.89,24.53,0.27
100.69,23.71,0.36
101.36,27.91,0.315
102.78,27.96,0.306
101.44,23.13,0.387
102.78,27.97,0.414
99.46,28.20,0.297
97.88,25.13,0.342
100.57,21.43,0.297
100.59,21.44,0.369
99.42,28.27,0.306
99.47,28.22,0.405
99.53,28.20,0.297
99.40,28.23,0.27
99.46,28.23,0.414
99.37,28.19,0.378
99.47,28.19,0.288
99.48,28.19,0.378
99.46,28.16,0.279
99.47,28.18,0.288
99.37,28.25,0.306
99.37,28.24,0.315
102.84,27.88,0.288
99.46,28.18,0.279
99.45,28.17,0.297
99.41,28.26,0.387
99.39,28.23,0.297
99.45,28.20,0.423
99.44,28.24,0.36
99.45,28.19,0.324
99.35,28.15,0.531
99.42,28.17,0.306
99.36,28.19,0.414
99.33,28.20,0.468
104.85,28.32,0.324
103.80,28.44,0.27
101.08,22.55,0.324
100.83,22.88,0.315
98.93,25.93,0.333
98.91,25.95,0.324
104.89,28.34,0.279
100.85,22.00,0.297
99.44,25.57,0.297
98.04,24.32,0.279
98.08,24.31,0.288
99.96,23.97,0.288
103.99,27.49,0.27
103.46,27.80,0.306
104.87,28.35,0.306
103.08,27.38,0.288
104.95,28.45,0.378
104.95,28.40,0.432
101.60,23.39,0.315
99.79,25.88,0.369
99.80,25.89,0.279
99.79,25.89,0.279
99.75,25.90,0.459
99.03,24.83,0.279
100.96,23.05,0.315
100.96,23.13,0.342
100.96,23.11,0.369
99.72,25.93,0.495
100.80,26.73,0.378
101.60,23.25,0.432
104.82,28.30,0.315
104.84,28.35,0.405
103.10,27.10,0.441
104.13,28.05,0.378
105.71,25.52,0.315
99.97,25.12,0.288
99.60,23.90,0.288
102.75,27.04,0.378
103.98,27.49,0.279
100.31,27.33,0.279
102.52,26.49,0.378
102.39,25.35,0.297
101.90,25.15,0.396
103.98,27.50,0.288
100.08,23.34,0.378
99.98,25.10,0.288
103.99,27.55,0.279
99.18,24.66,0.441
99.18,24.67,0.405
104.00,27.56,0.279
104.00,27.54,0.396
104.03,27.56,0.504
103.98,27.51,0.288
104.01,27.58,0.396
103.97,27.51,0.513
104.83,28.39,0.288
100.10,27.62,0.279
101.22,23.08,0.378
104.84,28.41,0.315
99.99,25.61,0.297
101.18,28.13,0.297
100.68,27.80,0.297
100.69,27.71,0.513
98.16,21.70,0.333
104.28,28.10,0.405
99.25,21.09,0.27
100.37,22.65,0.297
102.32,22.40,0.288
102.77,27.02,0.27
104.93,28.39,0.324
99.92,21.48,0.279
99.04,22.01,0.315
97.55,25.26,0.315
102.44,24.27,0.279
104.97,28.67,0.279
100.56,22.06,0.288
99.02,21.99,0.315
101.09,28.12,0.297
99.23,24.88,0.279
103.19,27.37,0.36
97.54,25.24,0.342
97.60,25.15,0.468
105.74,25.48,0.27
105.73,25.48,0.369
100.80,22.14,0.279
100.73,26.59,0.315
100.74,26.59,0.288
99.10,24.74,0.27
105.76,25.50,0.297
98.17,24.35,0.333
97.96,24.75,0.288
97.96,24.74,0.279
97.98,24.73,0.387
104.88,28.27,0.27
98.67,25.05,0.279
98.70,25.00,0.468
102.70,27.06,0.279
100.88,27.76,0.306
104.92,28.36,0.333
98.67,25.06,0.315
99.98,25.61,0.333
98.69,25.05,0.477
98.65,25.05,0.279
104.92,28.34,0.297
98.70,25.04,0.405
97.87,24.74,0.288
98.65,25.06,0.288
98.54,25.93,0.288
98.67,25.04,0.27
103.64,22.91,0.36
98.64,22.26,0.297
102.97,26.66,0.288
102.94,26.64,0.297
104.91,28.36,0.297
101.92,25.41,0.306
104.88,28.24,0.342
102.94,26.66,0.405
98.33,23.33,0.333
97.85,24.72,0.315
98.92,24.98,0.306
97.97,24.72,0.27
97.98,24.74,0.387
97.91,24.76,0.306
97.86,24.68,0.27
97.84,24.69,0.351
97.87,24.71,0.351
97.95,24.65,0.531
104.95,28.22,0.324
97.88,24.74,0.297
103.01,27.14,0.405
97.84,24.73,0.288
97.91,24.77,0.297
97.89,24.73,0.306
97.90,24.70,0.441
101.94,27.09,0.288
101.60,23.08,0.315
102.37,29.00,0.297
100.90,27.65,0.324
97.89,24.75,0.27
97.94,24.73,0.378
99.01,21.97,0.297
97.91,24.71,0.36
97.91,24.71,0.432
97.86,24.73,0.279
97.92,24.72,0.405
104.92,28.33,0.27
102.99,27.12,0.387
104.11,28.06,0.423
104.98,28.68,0.297
101.65,22.04,0.288
98.32,24.95,0.279
104.91,28.36,0.369
105.75,25.51,0.387
101.84,21.96,0.297
102.03,23.73,0.279
102.98,27.13,0.378
103.02,27.13,0.441
99.24,24.89,0.288
97.10,26.50,0.396
104.88,28.41,0.306
103.11,23.61,0.288
99.46,23.47,0.288
100.37,25.26,0.279
101.74,21.31,0.297
99.22,24.90,0.369
99.22,24.90,0.306
99.20,24.90,0.369
99.23,24.92,0.369
99.21,24.88,0.297
99.24,24.90,0.279
99.21,24.85,0.432
100.75,22.57,0.315
101.71,21.31,0.279
105.69,28.68,0.279
101.70,21.30,0.306
103.61,26.07,0.288
101.93,25.13,0.297
103.81,27.91,0.279
99.94,27.72,0.279
98.33,24.95,0.36
100.23,22.39,0.369
98.30,24.99,0.279
98.35,24.96,0.387
98.31,24.98,0.297
97.61,27.60,0.288
99.84,21.43,0.333
99.85,21.39,0.441
101.94,25.42,0.468
102.29,25.75,0.315
100.55,24.77,0.279
99.01,21.97,0.306
105.75,25.59,0.315
102.50,27.35,0.279
105.72,25.55,0.288
97.89,25.03,0.297
105.28,26.01,0.306
99.80,26.20,0.414
